Modelo,AUC,F1,Precisao,Recall_05,Recall_03,TP,FP,TN,FN
LightGBM Grade Full 2015-2025,0.7101969090743017,0.024823387065298,0.012793348531581065,0.4160488443087658,0.6659398168338422,954,73616,382395,1339
