Municipio,Data,Precipitacao,DiaSemChuva,Mes,DiaSemana,Estacao_Seca,Municipio_Freq,Latitude,Longitude,media_focos_mes_hist,prob_fogo,risco
AVELINÓPOLIS,2026-06-19,0.0,5,6,4,1,0.0003972455671677,-16.51911947366258,-49.76146747111399,2.125,0.21636994451272573,BAIXO
RIO QUENTE,2026-06-19,0.0,3,6,4,1,0.0006002985987125,-17.794891918495523,-48.787827332868765,1.8571428571428568,0.21523411961678304,BAIXO
SÃO MIGUEL DO PASSA QUATRO,2026-06-19,0.0,3,6,4,1,0.0004127514350311,-17.005010859807335,-48.6779096365864,1.181818181818182,0.21128217568040908,BAIXO
HEITORAÍ,2026-06-19,0.0,2,6,4,1,0.0004681295345433,-15.737018243255712,-49.79072401383959,1.8,0.2111774566835207,BAIXO
APARECIDA DO RIO DOCE,2026-06-19,0.2,0,6,4,1,0.0009613638075323,-18.2275046528764,-51.298408339959074,1.3571428571428572,0.20471834730134542,BAIXO
MOIPORÁ,2026-06-19,0.0,3,6,4,1,0.0005818392322084,-16.48291057823502,-50.79468243580173,2.4615384615384617,0.20182811934950026,BAIXO
CUMARI,2026-06-19,0.0,3,6,4,1,0.0004880656503677,-18.301979326576244,-48.12847505289865,1.2941176470588236,0.20063110500596096,BAIXO
MARZAGÃO,2026-06-19,0.0,3,6,4,1,0.0003824780739644,-17.955558865377707,-48.675183437794566,2.111111111111111,0.19322587876789296,BAIXO
BONFINÓPOLIS,2026-06-19,0.0,3,6,4,1,0.0004171816829921,-16.593720196431793,-49.00153550440518,1.375,0.19046868209312912,BAIXO
NAZÁRIO,2026-06-19,0.0,5,6,4,1,0.000457792289301,-16.599868890591072,-49.81683600889826,1.3333333333333333,0.18403899315891664,BAIXO
BURITINÓPOLIS,2026-06-19,0.0,3,6,4,1,0.0005914381027906,-14.42314966215634,-46.33303829144667,1.6,0.18388497740927306,BAIXO
ISRAELÂNDIA,2026-06-19,0.0,5,6,4,1,0.0006217114638572,-16.357079235135966,-50.868874162608,2.0,0.18085809934738187,BAIXO
SÃO JOÃO DA PARAÚNA,2026-06-19,0.0,4,6,4,1,0.0003381755943546,-16.83029448609981,-50.38551384054304,1.8571428571428568,0.180365715314227,BAIXO
BURITI ALEGRE,2026-06-19,0.0,3,6,4,1,0.0005065250168718,-18.058745550168023,-49.05309547296925,1.1666666666666667,0.17293550271817357,BAIXO
TRÊS RANCHOS,2026-06-19,0.0,3,6,4,1,0.0001469365573724,-18.316873966288444,-47.74838358478794,2.3125,0.17119406453816863,BAIXO
CAMPO LIMPO DE GOIÁS,2026-06-19,0.0,3,6,4,1,0.0002665532523188,-16.299018349281013,-49.110030575894335,1.5625,0.16773968590904906,BAIXO
JOVIÂNIA,2026-06-19,0.0,3,6,4,1,0.0003374372196945,-17.796625241812514,-49.645908107666806,1.8888888888888888,0.1665876311995913,BAIXO
DAMIANÓPOLIS,2026-06-19,0.0,2,6,4,1,0.0008934333387973,-14.591784557452115,-46.16138493743546,1.1428571428571428,0.16028710990602918,BAIXO
SANTO ANTÔNIO DE GOIÁS,2026-06-19,0.0,3,6,4,1,0.0003182394785302,-16.459177028614274,-49.28880054422419,1.625,0.1569880888128526,BAIXO
PALMINÓPOLIS,2026-06-19,0.0,3,6,4,1,0.0003160243545497,-16.802402853215252,-50.18205094632173,2.142857142857143,0.15678630331233318,BAIXO
FIRMINÓPOLIS,2026-06-19,0.0,3,6,4,1,0.0003101173572684,-16.632875809432132,-50.31542780810252,2.2,0.15275126548127602,BAIXO
NOVA VENEZA,2026-06-19,0.0,3,6,4,1,0.0002525241337757,-16.37386734685885,-49.29800513158261,1.6,0.1505585413281423,BAIXO
SANCLERLÂNDIA,2026-06-19,0.0,3,6,4,1,0.0003374372196945,-16.31910344708521,-50.396968692158616,1.5,0.1474785999988396,BAIXO
MORRO AGUDO DE GOIÁS,2026-06-19,0.0,2,6,4,1,0.0002894428667839,-15.304498898497632,-49.98811127634744,2.6666666666666665,0.13987464395043894,BAIXO
SANTA BÁRBARA DE GOIÁS,2026-06-19,0.0,5,6,4,1,0.0001602273012553,-16.595488741575974,-49.68567213368231,2.0,0.13893974688083632,BAIXO
BRAZABRANTES,2026-06-19,0.0,5,6,4,1,0.0002414485138733,-16.38638492779754,-49.3872036236477,1.1428571428571428,0.13769462851169562,BAIXO
CAMPESTRE DE GOIÁS,2026-06-19,0.0,5,6,4,1,0.0002392333898928,-16.796398326655236,-49.67954670252682,2.0,0.13109334140902507,BAIXO
ITAGUARU,2026-06-19,0.0,3,6,4,1,0.000186070414361,-15.78281026598368,-49.60758994825582,5.555555555555555,0.1305001515742374,BAIXO
NOVA AMÉRICA,2026-06-19,0.0,2,6,4,1,0.0003160243545497,-15.06192828329916,-49.9617065714417,2.5,0.1270285708620844,BAIXO
OURO VERDE DE GOIÁS,2026-06-19,0.0,3,6,4,1,0.0001971460342635,-16.27053798049984,-49.21511768318319,1.4,0.12678823788760268,BAIXO
ITAGUARI,2026-06-19,0.0,2,6,4,1,0.0002813207455221,-15.958521857049124,-49.62738930061074,1.3333333333333333,0.12337606313117264,BAIXO
CALDAZINHA,2026-06-19,0.0,4,6,4,1,0.00022668102067,-16.743499656574723,-48.98542839082745,1.25,0.11916427392767268,BAIXO
SÃO PATRÍCIO,2026-06-19,0.0,2,6,4,1,0.0001831169157204,-15.354159533666005,-49.800363421788425,4.5,0.11696586193114344,BAIXO
LAGOA SANTA,2026-06-19,0.0,3,6,4,1,0.0002879661174635,-19.18411260260326,-51.28965509319911,1.75,0.10527203065632239,BAIXO
SANTA ROSA DE GOIÁS,2026-06-19,0.0,2,6,4,1,8.934333387973059e-05,-16.05154736618163,-49.49362956819317,1.6666666666666667,0.09840959386981414,BAIXO
DAMOLÂNDIA,2026-06-19,0.0,3,6,4,1,4.504085426994682e-05,-16.248604825879593,-49.32391944079821,1.4285714285714286,0.09263743472191473,BAIXO
NOVA AURORA,2026-06-19,0.0,3,6,4,1,9.525033116103507e-05,-18.08032677087066,-48.312556451501656,1.5,0.08793806348806249,BAIXO
CÓRREGO DO OURO,2026-06-19,0.0,3,6,4,1,0.0003691873300815,-16.371262238930456,-50.57972804506588,1.0,0.08363813722944649,BAIXO
RIANÁPOLIS,2026-06-19,0.0,2,6,4,1,0.0004452399200783,-15.471388795648876,-49.44433543377273,1.0,0.08262858454921787,BAIXO
BURITI DE GOIÁS,2026-06-19,0.0,3,6,4,1,0.0004459782947384,-16.117288760460852,-50.42866144294369,1.0,0.07819493866960778,BAIXO
NOVO BRASIL,2026-06-19,0.0,2,6,4,1,0.0004157049336718,-16.06446829111038,-50.5877548005677,1.0,0.0777331966536023,BAIXO
ANHANGUERA,2026-06-19,0.0,3,6,4,1,8.122121261793689e-05,-18.298455841186364,-48.23644304764,9.0,0.07084550840458624,BAIXO
AMERICANO DO BRASIL,2026-06-19,0.0,3,6,4,1,0.0002850126188229,-16.26768690474456,-50.03356390050078,1.0,0.06909551755223646,BAIXO
TAQUARAL DE GOIÁS,2026-06-19,0.0,2,6,4,1,0.0003042103599871,-16.03498818375823,-49.60400920317701,1.0,0.06840244340189336,BAIXO
PARANAIGUARA,2026-06-19,0.1,0,6,4,1,0.0004171816829921,-18.80418019132733,-50.7270395812168,17.666666666666668,0.06652881387559792,BAIXO
ADELÂNDIA,2026-06-19,0.0,3,6,4,1,0.0001786866677594,-16.353762350998142,-50.17813605937417,1.0,0.060732654601696884,BAIXO
ARAÇU,2026-06-19,0.0,4,6,4,1,0.0001417679347513,-16.334093281250002,-49.70501984375,1.0,0.06012220772656143,BAIXO
PALMELO,2026-06-19,0.0,4,6,4,1,0.0001122329483447,-17.29286227354363,-48.39789764949551,1.0,0.056305500061041486,BAIXO
GUARAÍTA,2026-06-19,0.0,2,6,4,1,0.0001203550696065,-15.655710917941402,-50.06909189298791,1.0,0.05135970109246136,BAIXO
JESÚPOLIS,2026-06-19,0.0,2,6,4,1,9.67270804813612e-05,-15.96442854961832,-49.40223259541985,1.0,0.05060560880120382,BAIXO
ALOÂNDIA,2026-06-19,0.0,4,6,4,1,6.276184611386032e-05,-17.68815894117647,-49.45926305882353,0.0,0.00036314353874632724,BAIXO
ÁGUA LIMPA,2026-06-19,0.0,3,6,4,1,2.215123980489188e-05,-17.931234278399998,-48.799315130206665,0.0,0.0002444695834260885,BAIXO
NIQUELÂNDIA,2026-06-20,0.0,3,6,5,1,0.0702666861597576,-14.555710756178348,-48.323001755813664,16.54513888888889,0.969788955599602,ALTO
CAVALCANTE,2026-06-20,0.0,3,6,5,1,0.0610547238995633,-13.605372533203356,-47.74998846789225,13.759398496240602,0.9414322726485272,ALTO
CRISTALINA,2026-06-20,0.0,4,6,5,1,0.0132176447915789,-16.729108968671913,-47.51949739378938,4.318181818181818,0.9104958557500314,ALTO
BARRO ALTO,2026-06-20,0.0,3,6,5,1,0.0070197278941702,-14.9246949793272,-48.89831318663708,2.274193548387097,0.9047096950711824,ALTO
LUZIÂNIA,2026-06-20,0.0,4,6,5,1,0.0070248965167913,-16.41158591502055,-47.9402484582945,3.549504950495049,0.8975601608692225,ALTO
IPAMERI,2026-06-20,0.0,5,6,5,1,0.0082203250915953,-17.453901960073118,-47.994679662267664,5.139896373056994,0.8880618862533893,ALTO
FORMOSA,2026-06-20,0.0,3,6,5,1,0.0326974450760009,-15.366385635807053,-47.255312528185605,4.150837988826815,0.8775813107351129,ALTO
PORANGATU,2026-06-20,0.0,2,6,5,1,0.0130825222287691,-13.295151272205969,-49.25062116604489,8.9,0.8658692473587788,ALTO
GOIÂNIA,2026-06-20,0.0,4,6,5,1,0.0056264149104425,-16.627186847284758,-49.26892340187793,3.121387283236994,0.8466620729976214,ALTO
NOVA CRIXÁS,2026-06-20,0.0,3,6,5,1,0.0140461011602819,-14.109081491545986,-50.60644025233707,11.0,0.846149748262151,ALTO
CATALÃO,2026-06-20,0.0,5,6,5,1,0.0067051802889407,-17.859620758114687,-47.65795514226879,6.779220779220779,0.8427329600093445,ALTO
MINEIROS,2026-06-20,0.3,0,6,5,1,0.0275280840801993,-17.758011413392754,-52.819223041509886,9.509174311926603,0.8389977801277846,ALTO
SÃO JOÃO D'ALIANÇA,2026-06-20,0.0,3,6,5,1,0.0174500083436336,-14.47092130372994,-47.44566869827519,4.917582417582418,0.8347560518002891,ALTO
PLANALTINA,2026-06-20,0.0,3,6,5,1,0.0220286696113048,-15.297339114149969,-47.82804373552916,6.205128205128205,0.8344918343553793,ALTO
FLORES DE GOIÁS,2026-06-20,0.0,3,6,5,1,0.0204832514475835,-14.69582900883936,-46.88334718801356,4.961538461538462,0.8080070198267252,ALTO
PARAÚNA,2026-06-20,0.0,4,6,5,1,0.0093854803053326,-17.025229406670206,-50.64132283176662,7.314814814814815,0.7939401237195636,ALTO
JATAÍ,2026-06-20,0.3,0,6,5,1,0.0181485107721479,-17.885693026802887,-51.7369228480587,4.259668508287293,0.7861048660757599,ALTO
SÃO MIGUEL DO ARAGUAIA,2026-06-20,0.0,2,6,5,1,0.0108009445288652,-13.03457954651454,-50.31087167757311,5.801418439716312,0.780899513111128,ALTO
MONTE ALEGRE DE GOIÁS,2026-06-20,0.0,4,6,5,1,0.0256814090551314,-13.350813143278856,-46.98514054795142,5.746268656716418,0.7787187552392125,ALTO
PADRE BERNARDO,2026-06-20,0.0,3,6,5,1,0.0171465363583066,-15.387542873502616,-48.24234321428453,3.821138211382114,0.7678797617464679,ALTO
URUAÇU,2026-06-20,0.0,4,6,5,1,0.0084898318425548,-14.424659723475168,-49.081429732121045,2.8306451612903225,0.7635884667995254,ALTO
RIO VERDE,2026-06-20,0.4,0,6,5,1,0.020077883759154,-17.80973337888139,-51.01793797116709,5.575418994413408,0.7488028665880904,ALTO
CRIXÁS,2026-06-20,0.0,3,6,5,1,0.0142565379384284,-14.80659158075239,-50.06889904182484,3.504,0.7454588193638241,ALTO
SÃO DOMINGOS,2026-06-20,0.0,2,6,5,1,0.0184815177438814,-13.484742034647564,-46.3952483067699,5.164179104477612,0.7401401366330753,ALTO
ALTO PARAÍSO DE GOIÁS,2026-06-20,0.0,3,6,5,1,0.0136045531135044,-14.194794675020932,-47.58800995260268,5.992063492063492,0.7347679925280894,ALTO
MINAÇU,2026-06-20,0.0,3,6,5,1,0.0177172999706126,-13.517945024690189,-48.337109129169214,5.321428571428571,0.7296212449254412,ALTO
CAMPO ALEGRE DE GOIÁS,2026-06-20,0.0,6,6,5,1,0.0035722566058688,-17.478774899824252,-47.74286914863833,3.197674418604651,0.7159746928226954,ALTO
CAIAPÔNIA,2026-06-20,1.7,0,6,5,1,0.0142749973049324,-17.02333953529842,-51.80903000805655,7.114832535885167,0.7109455732395435,ALTO
JUSSARA,2026-06-20,0.0,5,6,5,1,0.0097384233928906,-15.53774041723269,-51.30291227238109,7.694117647058824,0.7008970109351954,ALTO
CALDAS NOVAS,2026-06-20,0.0,4,6,5,1,0.0032953661083077,-17.728174181219167,-48.609976896734885,3.2033898305084745,0.6888504833519256,MÉDIO
SILVÂNIA,2026-06-20,0.0,4,6,5,1,0.0024809388581478,-16.63901076782678,-48.5989267608625,2.824074074074074,0.6884680176945203,MÉDIO
ÁGUA FRIA DE GOIÁS,2026-06-20,0.0,3,6,5,1,0.0101031804750111,-14.959240097702764,-47.8720093319421,3.768421052631579,0.6874305793045987,MÉDIO
NOVA ROMA,2026-06-20,0.0,3,6,5,1,0.0121329724157994,-13.714942640576536,-47.01834764226104,5.73015873015873,0.6840490210893464,MÉDIO
ANÁPOLIS,2026-06-20,0.0,4,6,5,1,0.0025665903187268,-16.327248789404404,-48.95399874795129,2.279279279279279,0.6838694153164816,MÉDIO
VILA PROPÍCIO,2026-06-20,0.0,3,6,5,1,0.0090901304412674,-15.174992710889834,-48.74270162202432,3.1449275362318843,0.6536865205189619,MÉDIO
CEZARINA,2026-06-20,0.0,6,6,5,1,0.0010817188771388,-17.034689299189036,-49.7756844762151,1.1111111111111112,0.6393682785851972,MÉDIO
GOIÁS,2026-06-20,0.0,4,6,5,1,0.006679337175835,-15.910637681321438,-50.22587344128038,3.4526315789473685,0.6376611559049664,MÉDIO
DOVERLÂNDIA,2026-06-20,0.1,0,6,5,1,0.0061203875580916,-16.786897298262215,-52.47629182084975,6.219512195121951,0.6355268266581271,MÉDIO
VILA BOA,2026-06-20,0.0,6,6,5,1,0.0051088142736682,-14.984552679127855,-47.06563145675107,4.597402597402597,0.6348153872042647,MÉDIO
PIRACANJUBA,2026-06-20,0.0,4,6,5,1,0.0031550749228767,-17.359788624438703,-49.008963459189445,2.4878048780487805,0.6315665858773837,MÉDIO
ANICUNS,2026-06-20,0.0,5,6,5,1,0.0028693239293936,-16.386618352812665,-49.96569453715062,2.6095238095238096,0.6299221158638426,MÉDIO
PIRENÓPOLIS,2026-06-20,0.0,3,6,5,1,0.0060856839490639,-15.78834605245366,-48.98248540918748,2.509433962264151,0.625662844153316,MÉDIO
APARECIDA DE GOIÂNIA,2026-06-20,0.0,4,6,5,1,0.0013357197602349,-16.80602601231046,-49.24588428522596,1.7731958762886595,0.6236073877714415,MÉDIO
MORRINHOS,2026-06-20,0.0,4,6,5,1,0.0046879407173752,-17.747080471125827,-49.18201398317284,2.7681159420289854,0.6200594943220675,MÉDIO
ARUANÃ,2026-06-20,0.0,3,6,5,1,0.0055090133394766,-14.80056233565119,-50.9660645783424,5.5,0.6196448441162672,MÉDIO
MIMOSO DE GOIÁS,2026-06-20,0.0,3,6,5,1,0.0153441638128486,-15.0302729730905,-48.33825202036574,5.0,0.6111857352128968,MÉDIO
POSSE,2026-06-20,0.0,4,6,5,1,0.0078828878719008,-14.196997106543726,-46.3411011854588,3.027027027027027,0.6104355027960396,MÉDIO
SENADOR CANEDO,2026-06-20,0.0,6,6,5,1,0.0015070226813928,-16.72174558705297,-49.12425814633367,2.8767123287671232,0.6081128091275704,MÉDIO
ALVORADA DO NORTE,2026-06-20,0.0,3,6,5,1,0.0069111868191262,-14.578913930149612,-46.62741788371978,4.3125,0.6034351824535745,MÉDIO
SERRANÓPOLIS,2026-06-20,0.9,0,6,5,1,0.0084580817321678,-18.245444254046,-52.13858145093347,3.9432624113475176,0.6025586467152343,MÉDIO
ABADIÂNIA,2026-06-20,0.0,4,6,5,1,0.0021287341452501,-16.19915712906121,-48.70814271576387,2.414634146341464,0.5998453615986918,MÉDIO
ARAGUAPAZ,2026-06-20,0.0,3,6,5,1,0.0072685601546451,-15.139882625109504,-50.2765366521584,3.544117647058824,0.5994430765785339,MÉDIO
ITABERAÍ,2026-06-20,0.0,3,6,5,1,0.0036438789479047,-16.076051965486666,-49.86875528845477,3.0,0.5984920164272167,MÉDIO
JARAGUÁ,2026-06-20,0.0,3,6,5,1,0.0027460153611464,-15.684175632573451,-49.36723779617128,2.119047619047619,0.5972486557426094,MÉDIO
HIDROLÂNDIA,2026-06-20,0.0,6,6,5,1,0.001757331691188,-17.00595303936355,-49.2631795818899,2.1594202898550723,0.5965390859818479,MÉDIO
CAMPINAÇU,2026-06-20,0.0,2,6,5,1,0.0107566420492554,-13.868181231222769,-48.55699372818981,7.882352941176471,0.5874064173330459,MÉDIO
ITUMBIARA,2026-06-20,0.4,0,6,5,1,0.0076968174575397,-18.36303539838409,-49.51316782799183,5.170940170940171,0.586594774765894,MÉDIO
SÍTIO D'ABADIA,2026-06-20,0.0,3,6,5,1,0.0063869408104104,-14.729138480039394,-46.29929381822457,5.327586206896552,0.5849336492143061,MÉDIO
ORIZONA,2026-06-20,0.0,5,6,5,1,0.0020201930702061,-17.02708940860277,-48.16569268300261,2.0625,0.5821105789994572,MÉDIO
COCALZINHO DE GOIÁS,2026-06-20,0.0,3,6,5,1,0.0042582066651603,-15.644454575968023,-48.59695917813067,2.492063492063492,0.573660195181808,MÉDIO
MARA ROSA,2026-06-20,0.0,3,6,5,1,0.0037022105460575,-13.999770100704,-49.390664925569126,2.625,0.5734908700037401,MÉDIO
COLINAS DO SUL,2026-06-20,0.0,3,6,5,1,0.0162671321380524,-13.94148455899416,-48.086108285372966,5.053571428571429,0.5706332977172782,MÉDIO
TRINDADE,2026-06-20,0.0,6,6,5,1,0.0016598662360465,-16.650075769653657,-49.51836291274552,1.6708860759493671,0.5591069922242723,MÉDIO
MONTIVIDIU DO NORTE,2026-06-20,0.0,3,6,5,1,0.0055422401991839,-13.157797966650936,-48.70583895092373,7.462962962962963,0.5551920368958898,MÉDIO
SANTO ANTÔNIO DO DESCOBERTO,2026-06-20,0.0,3,6,5,1,0.002381996653686,-16.02598615253068,-48.28800335138823,2.3076923076923075,0.5550543115968587,MÉDIO
GOIANÉSIA,2026-06-20,0.0,3,6,5,1,0.0033721570729647,-15.235935983775684,-49.19339896780853,2.430379746835443,0.5426285376879427,MÉDIO
SÃO LUIZ DO NORTE,2026-06-20,0.0,4,6,5,1,0.0024484503731007,-14.905980936295272,-49.283790673643686,3.3375,0.524332742684883,MÉDIO
BOM JARDIM DE GOIÁS,2026-06-20,0.3,0,6,5,1,0.006982809161162,-16.169600227866493,-52.08811808319062,3.295238095238095,0.5219736166864052,MÉDIO
BONÓPOLIS,2026-06-20,0.0,2,6,5,1,0.0027253408706618,-13.56457655433514,-49.78488929257367,3.725,0.5211499302506558,MÉDIO
ITAPACI,2026-06-20,0.0,3,6,5,1,0.0027290327439626,-14.955491253186096,-49.62493326485581,2.6666666666666665,0.5211294149250503,MÉDIO
ACREÚNA,2026-06-20,0.0,4,6,5,1,0.0050453140528942,-17.48826970830257,-50.32369400069289,3.42,0.5197029775899753,MÉDIO
ÁGUAS LINDAS DE GOIÁS,2026-06-20,0.0,4,6,5,1,0.0010477536427713,-15.740323677414423,-48.27077651213715,1.6349206349206349,0.5193212517034516,MÉDIO
CAMPINORTE,2026-06-20,0.0,4,6,5,1,0.0043180150126335,-14.019192669554034,-48.931304030265736,2.239130434782609,0.5191858290900084,MÉDIO
MUNDO NOVO,2026-06-20,0.0,4,6,5,1,0.0027504456091074,-13.777534650060309,-50.25180240334917,2.9692307692307693,0.5178854182652723,MÉDIO
IACIARA,2026-06-20,0.0,3,6,5,1,0.0029911557483205,-14.108153980696324,-46.79592329445353,7.594202898550725,0.5143273286463729,MÉDIO
NOVA GLÓRIA,2026-06-20,0.0,4,6,5,1,0.0023332639261152,-15.080904022970325,-49.5127373729181,2.68,0.5101286407555677,MÉDIO
CABECEIRAS,2026-06-20,0.0,3,6,5,1,0.0021161817760273,-15.753711869204832,-46.99550025639795,4.791666666666667,0.5094933642697131,MÉDIO
PIRES DO RIO,2026-06-20,0.0,5,6,5,1,0.0018075411680791,-17.230327492515848,-48.40629032850881,3.636363636363636,0.4992920295842341,MÉDIO
SANTA ISABEL,2026-06-20,0.0,3,6,5,1,0.0024432817504795,-15.200546008094864,-49.40043024932847,6.6415094339622645,0.4989975160209374,MÉDIO
MONTES CLAROS DE GOIÁS,2026-06-20,0.0,3,6,5,1,0.0036261579560608,-15.873326931416043,-51.59664771775818,4.019230769230769,0.498563948738452,MÉDIO
PALMEIRAS DE GOIÁS,2026-06-20,0.0,4,6,5,1,0.0026522417793057,-16.814514481269185,-49.9450199537401,2.2916666666666665,0.49752303710966345,MÉDIO
ITAPURANGA,2026-06-20,0.0,3,6,5,1,0.0018466750250678,-15.577224810549591,-49.933817512866845,2.2222222222222223,0.4957034441627346,MÉDIO
BELA VISTA DE GOIÁS,2026-06-20,0.0,6,6,5,1,0.002201094861946,-16.95106540676648,-48.933601465935,1.6,0.4957013763190748,MÉDIO
AMARALINA,2026-06-20,0.0,4,6,5,1,0.0035235238782981,-13.848529827205882,-49.56903226128027,2.5098039215686274,0.495691820599717,MÉDIO
MUTUNÓPOLIS,2026-06-20,0.0,2,6,5,1,0.0021346411425314,-13.711606278817616,-49.31418113591433,5.033898305084746,0.4930709335294663,MÉDIO
ALEXÂNIA,2026-06-20,0.0,4,6,5,1,0.0011895215775226,-16.07491682926853,-48.49287370127031,1.9056603773584904,0.49195571116284037,MÉDIO
SANTA TEREZINHA DE GOIÁS,2026-06-20,0.0,3,6,5,1,0.0023960257722291,-14.32429478078316,-49.65930833489798,4.050847457627119,0.4882236620831018,MÉDIO
NOVO PLANALTO,2026-06-20,0.0,5,6,5,1,0.0015786450234286,-13.224864863175409,-49.711211164352655,4.092307692307692,0.4854584779707313,MÉDIO
INHUMAS,2026-06-20,0.0,6,6,5,1,0.0011282364807291,-16.318242778189063,-49.50186836687853,1.9130434782608696,0.47877859481748736,MÉDIO
CORUMBAÍBA,2026-06-20,0.0,4,6,5,1,0.0016332847482806,-18.048104715395148,-48.4749049622824,2.3191489361702127,0.4755466506790596,MÉDIO
VALPARAÍSO DE GOIÁS,2026-06-20,0.0,4,6,5,1,0.0004061060630896,-16.08965315501241,-47.98624179015667,2.023809523809524,0.4720899138028196,MÉDIO
SANTA RITA DO NOVO DESTINO,2026-06-20,0.0,3,6,5,1,0.0025961253051333,-14.819117187607606,-49.03969360530454,4.5588235294117645,0.4702655763373564,MÉDIO
CORUMBÁ DE GOIÁS,2026-06-20,0.0,3,6,5,1,0.0013837141131455,-15.898613517797502,-48.71659334472278,2.606060606060606,0.4665964206379678,MÉDIO
GOIATUBA,2026-06-20,0.2,0,6,5,1,0.0047403653182468,-17.991078799174332,-49.72506729400575,2.75,0.46553537782852067,MÉDIO
PIRANHAS,2026-06-20,0.4,0,6,5,1,0.0030155221121059,-16.447787530113146,-51.854078169184085,3.371794871794872,0.45850738027948795,MÉDIO
SANTA CRUZ DE GOIÁS,2026-06-20,0.0,5,6,5,1,0.0013851908624659,-17.372324572144244,-48.58985156059331,2.351351351351352,0.4562245710226907,MÉDIO
INDIARA,2026-06-20,0.0,6,6,5,1,0.0023591070392209,-17.22357364537349,-49.96111627583188,2.575,0.453611481522285,MÉDIO
EDÉIA,2026-06-20,0.2,0,6,5,1,0.0040093744046854,-17.509361464280108,-50.00172531667008,2.9791666666666665,0.44783002465913885,MÉDIO
CIDADE OCIDENTAL,2026-06-20,0.0,4,6,5,1,0.0009805615486965,-16.103552382328953,-47.86022791897977,1.9230769230769231,0.44547823913715684,MÉDIO
TERESINA DE GOIÁS,2026-06-20,0.0,3,6,5,1,0.0045387890360223,-13.661127323864664,-47.23879651180497,3.9615384615384617,0.4444194696106528,MÉDIO
SANTA TEREZA DE GOIÁS,2026-06-20,0.0,3,6,5,1,0.0022261996003916,-13.615351655700474,-48.99769110324295,3.5405405405405403,0.4387695863767062,MÉDIO
SANTA HELENA DE GOIÁS,2026-06-20,0.6,0,6,5,1,0.0065552902329276,-17.809635495091406,-50.550434417318826,5.549295774647887,0.4362617794065932,MÉDIO
NOVO GAMA,2026-06-20,0.0,4,6,5,1,0.0008040900049175,-16.10973108267564,-48.07263803458282,1.9787234042553192,0.43243415490237197,MÉDIO
GUARANI DE GOIÁS,2026-06-20,0.0,4,6,5,1,0.0039702405476967,-13.896234842419478,-46.35992556272503,3.25,0.41648346852553225,MÉDIO
BOM JESUS DE GOIÁS,2026-06-20,0.4,0,6,5,1,0.0043556721203019,-18.192311694542585,-49.92073113922121,2.872727272727273,0.4095528678178984,MÉDIO
PALESTINA DE GOIÁS,2026-06-20,0.0,4,6,5,1,0.0016318079989603,-16.713753711842983,-51.42754199497641,2.933333333333333,0.3976000110241671,BAIXO
URUTAÍ,2026-06-20,0.0,5,6,5,1,0.001073596755877,-17.44233047699522,-48.19865040570893,2.357142857142857,0.3975419733956204,BAIXO
FAINA,2026-06-20,0.0,3,6,5,1,0.0040012522834236,-15.450502453569465,-50.35323063719383,2.484848484848485,0.39742605078146104,BAIXO
CAMPOS BELOS,2026-06-20,0.0,3,6,5,1,0.0053953036418114,-12.986995843211018,-46.42094914457776,2.765957446808511,0.39635041237970364,BAIXO
MOZARLÂNDIA,2026-06-20,0.0,3,6,5,1,0.0020120709489443,-14.81638418252236,-50.609316979892746,2.8541666666666665,0.39317303692281463,BAIXO
IVOLÂNDIA,2026-06-20,0.0,4,6,5,1,0.0014804411936269,-16.679987246814406,-50.98325370232422,3.4878048780487805,0.3930117150864764,BAIXO
BALIZA,2026-06-20,0.5,0,6,5,1,0.0094534107740676,-16.335498056525363,-52.47044379945877,2.369565217391304,0.3886351009253947,BAIXO
TROMBAS,2026-06-20,0.0,3,6,5,1,0.0034592852828639,-13.45565441683509,-48.69444724203579,1.818181818181818,0.38665937423204094,BAIXO
DIVINÓPOLIS DE GOIÁS,2026-06-20,0.0,2,6,5,1,0.001997303455741,-13.286303429360114,-46.52383420100133,3.909090909090909,0.38516430120029144,BAIXO
ITARUMÃ,2026-06-20,1.9,0,6,5,1,0.0046421614884451,-18.86462245523424,-51.33580667861621,4.627118644067797,0.37927163556139976,BAIXO
GUAPÓ,2026-06-20,0.0,6,6,5,1,0.0013896211104268,-16.923914459668058,-49.58948320140861,2.5,0.3788707897455804,BAIXO
IPORÁ,2026-06-20,0.0,4,6,5,1,0.0012958475285861,-16.39958999360689,-51.174760035598624,1.6444444444444444,0.3777303381764029,BAIXO
TURVELÂNDIA,2026-06-20,0.5,0,6,5,1,0.0033884013154882,-17.8061094010701,-50.31150433875028,2.41025641025641,0.3773667894237802,BAIXO
FORMOSO,2026-06-20,0.0,3,6,5,1,0.0027740735982326,-13.7157591183698,-48.828383563721786,1.8333333333333333,0.3759881395890521,BAIXO
APORÉ,2026-06-20,0.5,0,6,5,1,0.0023280953034941,-18.7073526543005,-52.08304620766298,4.466666666666667,0.37291060229462775,BAIXO
UIRAPURU,2026-06-20,0.0,4,6,5,1,0.0023568919152404,-14.1658704952681,-49.9660646641288,1.8823529411764703,0.3686740365466561,BAIXO
MATRINCHÃ,2026-06-20,0.0,4,6,5,1,0.0013534407520788,-15.332925918372275,-50.75330754036656,3.5454545454545454,0.3678871039569838,BAIXO
