Modelo,AUC,F1,Precisao,Recall_05,Recall_03,TP,FP,TN,FN
LightGBM Município Full 2015-2025,0.8113008375115544,0.2804780876494024,0.2,0.4693333333333333,0.7376,880,3520,32181,995
